Namespace(beam=5, cpu=False, criterion='cross_entropy', data=['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'], dataset_impl=None, decoding_iterations=1, decoding_strategy='mask_predict', dehyphenate=False, diverse_beam_groups=-1, diverse_beam_strength=0.5, dynamic_length=False, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', gold_target_len=False, left_pad_source='True', left_pad_target='False', length_beam=5, lenpen=1, log_format=None, log_interval=1000, lr_scheduler='fixed', lr_shrink=0.1, mask_range=False, match_source_len=False, max_len_a=0, max_len_b=200, max_sentences=20, max_source_positions=1024, max_target_positions=1024, max_tokens=None, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, num_shards=1, num_workers=0, optimizer='nag', path='DE2EN/checkpoint_best.pt', prefix_size=0, print_alignment=False, quiet=False, raw_text=False, remove_bpe='@@ ', replace_unk=None, required_batch_size_multiple=8, results_path=None, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, seed=1, self_target=False, shard_id=0, skip_invalid_size_inputs_valid_test=False, source_lang=None, target_lang=None, task='translation_self', tbmf_wrapper=False, temperature=1.0, tensorboard_logdir='', threshold_loss_scale=None, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, warmup_updates=0, weight_decay=0.0)
| [de] dictionary: 8848 types
| [en] dictionary: 6640 types
| PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen test 6750 examples
| ['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'] test 6750 examples
| loading model(s) from DE2EN/checkpoint_best.pt
S-1267	warum ?
S-6222	erstens , wie geschmeidig sie verläuft – in guten wie in schlechten zeiten , krieg oder frieden , rezession , depression und hochkonjunktur .
T-6222	number one , how smooth it is -- through good time and bad time , war time and peace time , recession , depression and boom time .
H-6222	first of all , how screoth gets it -- in good times in bad times , war , or peace , recession recession , depression depression and high conjuncture .

S-181	sie können das sehen , wenn wir diese art von ansichten kreieren , bei denen wir durch bilder durchdringen können und diese erfahrung der mehrfachen resolution machen .
T-181	you can see that when we kind of do these sorts of views , where we can dive through images and have this kind of multi-resolution experience .
H-181	you can see that , if we create this kind of views , where we can go through images , and make this experience of the multiple resolution .

S-1969	das wird auf jeden fall ein energieträger sein , der dann , wasserstoff , methan , power to gas kennen sie oder sch , das wird es dann sein .
T-1969	that will definitely be an energy carrier which will be hydrogen methane , power to gas you know alr , that &apos;s what it will be .
H-1969	that will definitely be an energy creator , which then then , hydrogen , methane , power to gas know , or sh , that &apos;s &apos;s going to be .

S-4277	die letzten bilder die ich ihnen gern zeigen möchte , zeigen einen eisberg , den ich in kekertsuatsiak in grönland photographiert habe .
T-4277	the last pictures i &apos;d like to show you are of an iceberg that i photographed in qeqetarsuaq , greenland .
H-4277	the last images that i &apos;d like to show you , show a iceberg that i &apos;ve photographged in kekertsuatsiak in greenland , in greenland .

S-5047	was ist es also für eine idee , darauf zu bestehen , dass jede familie eine wahl zwischen mehreren städten hat , die in konkurrenz um neue bewohner stehen ?
T-5047	what kind of an idea is it to think about insisting that every family have a choice of several cities that are competing to attract new residents ?
H-5047	so what is it for an idea to say that every family has a choice between several cities standing in competition for new residents ?

S-5491	und wenn sie in urlaub sind und jemand zusammenbricht , sei es ihre eigene verwandtschaft oder irgendjemand anders , können sie so einen aed finden .
T-5491	that whenever you &apos;re on holiday and somebody collapses , might it be your own relative or someone just in front of you , you can find this .
H-5491	and if you &apos;re in vacation and someone breaks , whether it &apos;s your own relationships , or any else , you can find find an aed .

S-5897	ich wurde groß in einer familie , einem traditionellen afroamerikanischen haushalt , der von einer matriarchin dominiert wurde , und diese matriarchin war meine großmutter .
T-5897	i grew up in a house that was the traditional african american home that was dominated by a matriarch , and that matriarch was my grandmother .
H-5897	i got big in a family , a traditional africanamerican household , ated by a matriarin , and and that matriarin was my grandmother .

S-139	die kanadische regierung gab den inuit im april 1999 die vollständige kontrolle über ein gebiet zurück , das größer ist als kalifornien und texas zusammen .
T-139	the canadian government in april of 1999 gave back to total control of the inuit an area of land larger than california and texas put together .
H-139	the canadian government gave the inuit in apri1999 , the full control over an area that bigger than california and texas combintogether .

S-986	weil , wenn man nur darüber liest , aus sekundärliteratur , das ist nicht das gleiche , wie wenn man es selber einmal gemacht oder gesehen hat .
T-986	because if you just read about it in secondary literature , that &apos;s not the same as when you &apos;ve done it yourself or have seen it being done .
H-986	because if you just read about it , from secular literature , that &apos;s not the same as if you did it yourself yourself .

S-2538	sehen wir uns also den vierten faktor an -- und dieser wird ein schlüsselfaktor sein -- das ist die menge an co2 , die pro energieeinheit emittiert wird .
T-2538	so let &apos;s look at this fourth factor -- this is going to be a key one -- and this is the amount of co2 put out per each unit of energy .
H-2538	so let &apos;s look at the fourth factor -- and this will be a key factor -- that is the amount of co2 that &apos;s emitated per unit .

S-3031	auf diese weise können sie sehen , dass sich zu keiner zeit irgendetwas bewegt . solange ich hier zudrücke , kann nichts in meinen ärmel wandern oder herauskommen .
T-3031	that way you can see that at no time can anything travel , as long as i &apos;m squeezing there nothing can go up or down my sleeve .
H-3031	in this way , you can see that no one moves at any time , as long as i press press here , nothing can go to my sleeve , or can come out .

S-3845	ich sage ja nicht , das wäre die antwort auf alle humanitären probleme -- denn das leben der bonobos besteht aus mehr als dem kama sutra .
T-3845	now , i &apos;m not saying this is the solution to all of humanity &apos;s problems -- since there &apos;s more to bonobo life than the kama sutra .
H-3845	i &apos;m not saying that would be the answer to all humanitarian problems -- because the bonobos is more than the cama sutra .

S-4028	was ich weiß , ist , dass es wirklich wichtig scheint , über die idee nachzudenken , dass die usa darin führend ist , sich gedanken über fragen der demokratie zu machen .
T-4028	what i do know is that it seems to be really important to think about the idea of the united states being in the lead of thinking about this issue of democracy .
H-4028	what i know is that it seems really important to think about the idea that the united states is leading to make yourself think about questions of democracy .

S-5189	selbst obwohl das getriebe auswählen , mir nichts über meine vorlieben bei der innenausstattung sagt , bereitet es mich immer noch darauf vor auszuwählen .
T-5189	even though choosing gearshift doesn &apos;t tell me anything about my preferences for interior decor , it still prepares me for how to choose .
H-5189	even even though the gechoose , nothing tells me about my preferences in the interior , it still still provides me to choose .

S-6104	ich gehe ins untersuchungsgefängnis und besuche einen mandanten , der 13 oder 14 jahre alt sein mag , und der als erwachsener vor gericht stehen soll .
T-6104	and i go to the jail and i see my client who &apos;s 13 and 14 , and he &apos;s been certified to stand trial as an adult .
H-6104	i go to the prison , and i go to a client who may be 13 or 14 years old , and he &apos;s supposed to be an adult as court .

S-6484	oh ja , sie gehen zu einer cocktail party und da mag man über irgendeinen anderen doktor hören , aber man wird nicht jemanden über die eigenen fehler reden hören .
T-6484	oh yeah , you go to a cocktail party and you might hear about some other doctor , but you &apos;re not going to hear somebody talking about their own mistakes .
H-6484	oh yeah , you go to a cocktail party , and you may hear about any other doctor , but you &apos;re not going to hear somebody somebody talking about your own mistakes .

S-1268	weil in der regel wir durch diese neue art der nutzbarkeit , also der natürlichen user ínterfaces , beispielsweise fünfmal schneller im durchschnitt an unserem ziel sind .
T-1268	because , as a rule , we can reach our goal five times faster on average , for example , through this new type of usability , so natural user interfaces .
H-1268	because , usually , through this new kind of usability ability so the natural user , terfaces , like five times faster faster on average on our goal .

S-3708	ich nenne es neo-evolution - die neue entwicklung die nicht einfach natürlich ist , aber geführt und entschieden von uns als individuen. in den entscheidungen , die wir machen .
T-3708	i call it neo-evolution -- the new evolution that is not simply natural , but guided and chosen by us as individuals in the choices that we will make .
H-3708	i call it neo-evolution -- the new development that is not just natural , but but led and decided us as an individual , in the decisions that we do .

S-4304	und er antwortete : &quot; nein , nur wenn man zur höheren gesellschaftsschicht gehört und eine bemerkenswerte versicherung hat , kann man das wirklich tun .
T-4304	and he said , &quot; no , unless you &apos;re in the upper echelon and you &apos;ve got really amazing insurance , you can &apos;t actually do that .
H-4304	and he said , &quot; no , just if you listen about the higher social layer , and you have a remarkable insurance , you can really do that .

S-4616	ich denke , dass es schwer wird , sie zu treffen , aber ich denke , es ist es auf jeden fall wert , einige wirklich bekannte marken anzusprechen .
T-4616	i think that you &apos;re going to have a hard time meeting with them , but i think it &apos;s certainly worth pursuing a couple big , really obvious brands .
H-4616	i think it &apos;s going to hard to meet , but but i think it &apos;s definitely worth trying to address some some really known brands .

S-5113	als proctor und gamble die verschiedenen head and <unk> ders arten von 26 auf 15 reduzierte , erlebten sie einen anstieg der verkaufszahlen um 10 prozent .
